root,arabic,count,n_lemmas,top_lemmas,pos_distribution,cluster_id,cluster_name,n_surahs,meccan_share,top_co_roots,is_bridge,n_neighbor_clusters,notable
brq,برق,6,2,baroq (بَرْق) x5; bariqa (بَرِقَ) x1,"N: 83%, V: 17%",75,Witnessing the Visible Sign,5,0.333,Alh (اله) x3; smw (سمو) x3; bSr (بصر) x3; rAy (راي) x3; Swb (صوب) x2,True,10,high inter-cluster connectivity (10 clusters); in named cluster: Witnessing the Visible Sign
jEl,جعل,346,2,jaEala (جَعَلَ) x340; jaAEil (جَاعِل) x6,"V: 98%, N: 2%",44,,66,0.775,Alh (اله) x118; qwl (قول) x62; rbb (ربب) x59; kwn (كون) x44; qwm (قوم) x42,True,96,high inter-cluster connectivity (96 clusters)
SbE,صبع,2,1,>aSa`biE (أَصَٰبِع) x2,N: 100%,65,,2,0.5,A*n (اذن) x2; jEl (جعل) x2,False,2,noun-only; rare (2 occ.)
A*n,اذن,102,9,<i*on (إِذْن) x39; >a*ina (أَذِنَ) x23; >u*unN (أُذُنٌ) x18,"N: 59%, V: 41%",65,,38,0.451,Alh (اله) x54; qwl (قول) x26; Amn (امن) x25; Elm (علم) x20; kwn (كون) x18,True,47,high inter-cluster connectivity (47 clusters)
SEq,صعق,11,3,SaAEiqap (صَاعِقَة) x8; SaEiqa (صَعِقَ) x2; SaEiq (صَعِق) x1,"N: 82%, V: 18%",203,,8,0.636,Alh (اله) x5; Ax* (اخذ) x4; nZr (نظر) x4; qwl (قول) x4; smw (سمو) x3,True,11,high inter-cluster connectivity (11 clusters)
H*r,حذر,21,6,yaHo*aru (يَحْذَرُ) x12; Hi*or (حِذْر) x3; Ha*ar (حَذَر) x2,"V: 67%, N: 33%",156,,12,0.19,Alh (اله) x13; qwl (قول) x6; Elm (علم) x5; Amn (امن) x5; kfr (كفر) x4,True,22,high inter-cluster connectivity (22 clusters)
mwt,موت,165,8,mawot (مَوْت) x50; m~aAta (مَّاتَ) x39; m~ay~it (مَّيِّت) x38,"N: 58%, V: 36%",90,Sin–Mercy Economy,53,0.6,Hyy (حيي) x65; Alh (اله) x64; qwl (قول) x39; kwn (كون) x34; ArD (ارض) x24,True,50,high inter-cluster connectivity (50 clusters); in named cluster: Sin–Mercy Economy
HwT,حوط,28,3,>aHaATa (أَحَاطَ) x17; muHiyT (مُحِيط) x9; muHiyTap (مُحِيطَة) x2,"V: 61%, N: 39%",43,Divine Will & Dominion,18,0.643,Alh (اله) x13; qwl (قول) x10; $yA (شيا) x8; kwn (كون) x7; Elm (علم) x6,True,18,high inter-cluster connectivity (18 clusters); in named cluster: Divine Will & Dominion
kwd,كود,24,1,kaAda (كَادَ) x24,V: 100%,75,Witnessing the Visible Sign,19,0.667,Alh (اله) x11; qwl (قول) x7; kll (كلل) x6; qwm (قوم) x5; ArD (ارض) x5,True,20,verb-only; high inter-cluster connectivity (20 clusters); in named cluster: Witnessing the Visible Sign
xTf,خطف,7,3,xaTifa (خَطِفَ) x3; yataxaT~afa (يَتَخَطَّفَ) x3; xaTofap (خَطْفَة) x1,"V: 86%, N: 14%",43,Divine Will & Dominion,6,0.571,Alh (اله) x3; $yA (شيا) x2; kll (كلل) x2; ArD (ارض) x2; nws (نوس) x2,True,6,bridge (6 clusters); in named cluster: Divine Will & Dominion
kll,كلل,377,4,kul~ (كُلّ) x359; kul~amaA (كُلَّمَا) x15; kala`lap (كَلَٰلَة) x2,"N: 96%, T: 4%",43,Divine Will & Dominion,74,0.642,Alh (اله) x149; $yA (شيا) x135; kwn (كون) x77; Elm (علم) x73; ArD (ارض) x62,True,94,high inter-cluster connectivity (94 clusters); in named cluster: Divine Will & Dominion
m$y,مشي,23,3,m~a$a (مَّشَ) x21; ma$oy (مَشْي) x1; m~a$~aA^' (مَّشَّا^ء) x1,"V: 91%, N: 4%",434,,14,0.783,qwl (قول) x6; Alh (اله) x5; ArD (ارض) x5; jEl (جعل) x4; kwn (كون) x4,True,19,high inter-cluster connectivity (19 clusters)
$yA,شيا,519,2,$aYo' (شَىْء) x283; $aA^'a (شَا^ءَ) x236,"N: 55%, V: 45%",43,Divine Will & Dominion,73,0.601,Alh (اله) x282; kll (كلل) x135; qwl (قول) x113; kwn (كون) x98; Elm (علم) x95,True,102,high inter-cluster connectivity (102 clusters); in named cluster: Divine Will & Dominion
qdr,قدر,132,11,qadiyr (قَدِير) x45; qadara (قَدَرَ) x25; qad~ara (قَدَّرَ) x16,"N: 68%, V: 31%",43,Divine Will & Dominion,58,0.652,$yA (شيا) x64; Alh (اله) x64; kll (كلل) x45; ArD (ارض) x31; Elm (علم) x28,True,49,high inter-cluster connectivity (49 clusters); in named cluster: Divine Will & Dominion
xlq,خلق,261,8,xalaqa (خَلَقَ) x184; xaloq (خَلْق) x52; xa`liq (خَٰلِق) x12,"V: 70%, N: 29%",77,Creation & the Appointed Term,75,0.824,Alh (اله) x82; smw (سمو) x66; ArD (ارض) x64; qwl (قول) x42; $yA (شيا) x41,True,59,high inter-cluster connectivity (59 clusters); in named cluster: Creation & the Appointed Term
fr$,فرش,6,4,fira`$ (فِرَٰش) x3; faro$ (فَرْش) x1; fara$o (فَرَشْ) x1,"N: 83%, V: 17%",43,Divine Will & Dominion,6,0.667,Alh (اله) x2; ArD (ارض) x2; rzq (رزق) x2; nEm (نعم) x2,False,4,in named cluster: Divine Will & Dominion
bny,بني,184,9,bunaY~ (بُنَىّ) x80; {bon (ٱبْن) x63; banaAt (بَنَات) x17,"N: 94%, V: 6%",5,The Commanded Self,53,0.549,Alh (اله) x68; qwl (قول) x56; kwn (كون) x35; Aty (اتي) x27; rbb (ربب) x26,True,65,high inter-cluster connectivity (65 clusters); in named cluster: The Commanded Self
mwh,موه,63,1,maA^' (مَا^ء) x63,N: 100%,17,Bodily Purity & Prayer,41,0.762,smw (سمو) x28; nzl (نزل) x27; ArD (ارض) x23; Alh (اله) x18; xrj (خرج) x12,True,38,noun-only; high inter-cluster connectivity (38 clusters); in named cluster: Bodily Purity & Prayer
xrj,خرج,182,11,>axoraja (أَخْرَجَ) x99; xaraja (خَرَجَ) x53; <ixoraAj (إِخْرَاج) x6,"V: 86%, N: 14%",75,Witnessing the Visible Sign,56,0.56,Alh (اله) x66; qwl (قول) x53; kwn (كون) x36; ArD (ارض) x26; Elm (علم) x22,True,64,high inter-cluster connectivity (64 clusters); in named cluster: Witnessing the Visible Sign
vmr,ثمر,24,4,vamara`t (ثَمَرَٰت) x16; vamar (ثَمَر) x5; >avomara (أَثْمَرَ) x2,"N: 92%, V: 8%",11,Vegetative Signs / Reflective Gaze,12,0.708,kll (كلل) x9; rzq (رزق) x7; xrj (خرج) x7; mwh (موه) x6; qwl (قول) x6,True,23,high inter-cluster connectivity (23 clusters); in named cluster: Vegetative Signs / Reflective Gaze
ndd,ندد,6,1,>andaAd (أَندَاد) x6,N: 100%,44,,5,0.667,Alh (اله) x5; jEl (جعل) x5; qwl (قول) x4; kfr (كفر) x3; ArD (ارض) x2,True,9,noun-only; bridge (9 clusters)
Aty,اتي,549,6,A^taY (ا^تَى) x271; >ataY (أَتَى) x264; A^tiy (ا^تِي) x9,"V: 97%, N: 3%",4,"Revelation, Speech & Disbelief",72,0.617,Alh (اله) x198; qwl (قول) x154; kwn (كون) x122; Elm (علم) x86; qwm (قوم) x83,True,99,"high inter-cluster connectivity (99 clusters); in named cluster: Revelation, Speech & Disbelief"
swr,سور,17,4,suwrap (سُورَة) x10; >asaAwir (أَسَاوِر) x5; tasaw~aru (تَسَوَّرُ) x1,"N: 94%, V: 6%",51,,13,0.353,Alh (اله) x7; nzl (نزل) x7; qwl (قول) x7; Amn (امن) x5; Aty (اتي) x4,True,10,high inter-cluster connectivity (10 clusters)
dEw,دعو,212,7,daEaA (دَعَا) x170; duEaA^' (دُعَا^ء) x22; daEowap (دَعْوَة) x6,"V: 82%, N: 18%",8,Allegiance & the Object of Worship,55,0.788,Alh (اله) x88; qwl (قول) x63; kwn (كون) x54; rbb (ربب) x49; dwn (دون) x35,True,59,high inter-cluster connectivity (59 clusters); in named cluster: Allegiance & the Object of Worship
$hd,شهد,160,9,$ahiyd (شَهِيد) x56; $ahida (شَهِدَ) x44; $aha`dap (شَهَٰدَة) x23,"N: 56%, V: 33%",4,"Revelation, Speech & Disbelief",48,0.45,Alh (اله) x70; kwn (كون) x50; qwl (قول) x43; Elm (علم) x29; Amn (امن) x28,True,43,"high inter-cluster connectivity (43 clusters); in named cluster: Revelation, Speech & Disbelief"
dwn,دون,144,1,duwn (دُون) x144,"N: 94%, LOC: 6%",8,Allegiance & the Object of Worship,46,0.757,Alh (اله) x109; qwl (قول) x41; kwn (كون) x36; dEw (دعو) x35; wly (ولي) x35,True,44,high inter-cluster connectivity (44 clusters); in named cluster: Allegiance & the Object of Worship
Sdq,صدق,155,19,SaAdiq (صَادِق) x59; muSad~iq (مُصَدِّق) x19; Sadaqa (صَدَقَ) x15,"N: 77%, V: 20%",4,"Revelation, Speech & Disbelief",49,0.51,kwn (كون) x73; Alh (اله) x71; qwl (قول) x54; Aty (اتي) x35; Amn (امن) x28,True,48,"high inter-cluster connectivity (48 clusters); in named cluster: Revelation, Speech & Disbelief"
fEl,فعل,108,6,faEala (فَعَلَ) x88; faAEil (فَاعِل) x9; mafoEuwl (مَفْعُول) x7,"V: 81%, N: 19%",5,The Commanded Self,44,0.583,Alh (اله) x48; kwn (كون) x34; qwl (قول) x32; $yA (شيا) x20; Elm (علم) x19,True,41,high inter-cluster connectivity (41 clusters); in named cluster: The Commanded Self
Hjr,حجر,21,6,HijaArap (حِجَارَة) x10; Hijor (حِجْر) x5; Hajar (حَجَر) x2,"N: 95%, ADJ: 5%",131,,14,0.619,Alh (اله) x6; qwl (قول) x5; kwn (كون) x5; mTr (مطر) x3; jEl (جعل) x3,True,19,high inter-cluster connectivity (19 clusters)
Edd,عدد,57,11,>aEad~a (أَعَدَّ) x20; Eid~ap (عِدَّة) x11; Ead~a (عَدَّ) x7,"V: 51%, N: 39%",78,,26,0.368,Alh (اله) x26; Elm (علم) x11; ywm (يوم) x11; kwn (كون) x10; E*b (عذب) x10,True,28,high inter-cluster connectivity (28 clusters)
b$r,بشر,123,11,bu$~ira (بُشِّرَ) x38; ba$ar (بَشَر) x37; bu$oraY` (بُشْرَىٰ) x15,"N: 59%, V: 39%",4,"Revelation, Speech & Disbelief",47,0.699,Alh (اله) x48; qwl (قول) x46; rsl (رسل) x29; Amn (امن) x27; n*r (نذر) x22,True,44,"high inter-cluster connectivity (44 clusters); in named cluster: Revelation, Speech & Disbelief"
Eml,عمل,360,4,Eamila (عَمِلَ) x276; Eamal (عَمَل) x71; Ea`mil (عَٰمِل) x12,"V: 77%, N: 23%",0,The Believers' Reward,68,0.611,Alh (اله) x141; kwn (كون) x110; Amn (امن) x101; SlH (صلح) x93; qwl (قول) x72,True,77,high inter-cluster connectivity (77 clusters); in named cluster: The Believers' Reward
jnn,جنن,201,8,jan~ap (جَنَّة) x147; jin~ (جِنّ) x22; majonuwn (مَجْنُون) x11,"N: 74%, PN: 25%",0,The Believers' Reward,70,0.682,qwl (قول) x52; Alh (اله) x47; nhr (نهر) x42; Amn (امن) x41; dxl (دخل) x41,True,59,high inter-cluster connectivity (59 clusters); in named cluster: The Believers' Reward
jry,جري,64,5,jarayo (جَرَيْ) x57; jawaAr (جَوَار) x3; jaAriyap (جَارِيَة) x2,"V: 89%, N: 6%",0,The Believers' Reward,43,0.484,nhr (نهر) x45; tHt (تحت) x40; jnn (جنن) x37; Alh (اله) x35; xld (خلد) x21,True,33,high inter-cluster connectivity (33 clusters); in named cluster: The Believers' Reward
tHt,تحت,51,1,taHot (تَحْت) x51,"N: 94%, LOC: 6%",0,The Believers' Reward,30,0.392,jry (جري) x40; nhr (نهر) x40; jnn (جنن) x38; Alh (اله) x28; xld (خلد) x21,True,29,high inter-cluster connectivity (29 clusters); in named cluster: The Believers' Reward
nhr,نهر,113,3,nahaAr (نَهَار) x57; nahar (نَهَر) x54; tanoharo (تَنْهَرْ) x2,"N: 97%, V: 2%",0,The Believers' Reward,51,0.575,jry (جري) x45; Alh (اله) x43; jnn (جنن) x42; lyl (ليل) x42; tHt (تحت) x40,True,50,high inter-cluster connectivity (50 clusters); in named cluster: The Believers' Reward
$bh,شبه,12,4,muta$a`bih (مُتَشَٰبِه) x6; ta$a`baha (تَشَٰبَهَ) x4; $ub~iha (شُبِّهَ) x1,"N: 50%, V: 42%",11,Vegetative Signs / Reflective Gaze,6,0.417,qwl (قول) x6; Alh (اله) x6; kll (كلل) x4; $yA (شيا) x4; rbb (ربب) x4,True,9,bridge (9 clusters); in named cluster: Vegetative Signs / Reflective Gaze
zwj,زوج,81,2,zawoj (زَوْج) x76; zuw~ijato (زُوِّجَتْ) x5,"N: 94%, V: 6%",19,Household Law & Lineage,43,0.519,Alh (اله) x27; kwn (كون) x24; qwl (قول) x17; kll (كلل) x16; nfs (نفس) x15,True,49,high inter-cluster connectivity (49 clusters); in named cluster: Household Law & Lineage
Thr,طهر,31,11,Tah~ara (طَهَّرَ) x9; m~uTah~arap (مُّطَهَّرَة) x5; taTah~aro (تَطَهَّرْ) x5,"V: 48%, N: 29%",0,The Believers' Reward,18,0.226,Alh (اله) x14; qwm (قوم) x10; Amn (امن) x9; qwl (قول) x9; kwn (كون) x8,True,27,high inter-cluster connectivity (27 clusters); in named cluster: The Believers' Reward
xld,خلد,87,6,xa`lid (خَٰلِد) x74; xulod (خُلْد) x6; >axolada (أَخْلَدَ) x2,"N: 94%, V: 5%",0,The Believers' Reward,40,0.494,Alh (اله) x34; jnn (جنن) x31; nwr (نور) x23; nhr (نهر) x22; jry (جري) x21,True,35,high inter-cluster connectivity (35 clusters); in named cluster: The Believers' Reward
Hyy,حيي,184,12,Hayaw`p (حَيَوٰة) x76; >aHoyaA (أَحْيَا) x51; Hay~ (حَيّ) x24,"N: 61%, V: 39%",96,Dunya vs. Ākhirah,50,0.663,Alh (اله) x73; dnw (دنو) x66; mwt (موت) x65; qwl (قول) x41; kwn (كون) x28,True,54,high inter-cluster connectivity (54 clusters); in named cluster: Dunya vs. Ākhirah
Drb,ضرب,58,2,Daraba (ضَرَبَ) x55; Darob (ضَرْب) x3,"V: 95%, N: 5%",19,Household Law & Lineage,28,0.517,Alh (اله) x29; mvl (مثل) x29; kwn (كون) x14; qwl (قول) x13; kfr (كفر) x12,True,44,high inter-cluster connectivity (44 clusters); in named cluster: Household Law & Lineage
bED,بعض,158,2,baEoD (بَعْض) x157; baEuwDap (بَعُوضَة) x1,N: 100%,4,"Revelation, Speech & Disbelief",38,0.487,Alh (اله) x50; qwl (قول) x35; Amn (امن) x22; byn (بين) x19; Elm (علم) x18,True,47,"noun-only; high inter-cluster connectivity (47 clusters); in named cluster: Revelation, Speech & Disbelief"
fwq,فوق,43,3,fawoq (فَوْق) x41; >afaAqa (أَفَاقَ) x1; fawaAq (فَوَاق) x1,"N: 60%, LOC: 37%",236,,27,0.628,Alh (اله) x14; rbb (ربب) x11; qwl (قول) x10; rfE (رفع) x8; kwn (كون) x8,True,35,high inter-cluster connectivity (35 clusters)
Hqq,حقق,287,7,Haq~ (حَقّ) x247; Haq~a (حَقَّ) x20; >aHaq~ (أَحَقّ) x10,"N: 87%, V: 9%",4,"Revelation, Speech & Disbelief",59,0.669,Alh (اله) x120; qwl (قول) x83; kwn (كون) x68; rbb (ربب) x67; Amn (امن) x55,True,72,"high inter-cluster connectivity (72 clusters); in named cluster: Revelation, Speech & Disbelief"
rwd,رود,148,3,>araAda (أَرَادَ) x139; ra`wadu (رَٰوَدُ) x8; ruwayod (رُوَيْد) x1,"V: 99%, N: 1%",71,,47,0.527,Alh (اله) x65; kwn (كون) x36; qwl (قول) x35; kfr (كفر) x21; Amn (امن) x19,True,52,high inter-cluster connectivity (52 clusters)
kvr,كثر,167,10,>akovar (أَكْثَر) x80; kaviyr (كَثِير) x63; kaviyrap (كَثِيرَة) x11,"N: 75%, ADJ: 20%",4,"Revelation, Speech & Disbelief",51,0.617,Alh (اله) x83; kwn (كون) x44; Elm (علم) x42; Amn (امن) x41; qwl (قول) x37,True,61,"high inter-cluster connectivity (61 clusters); in named cluster: Revelation, Speech & Disbelief"
fsq,فسق,54,4,faAsiq (فَاسِق) x37; fasaqa (فَسَقَ) x10; fusuwq (فُسُوق) x4,"N: 57%, ADJ: 24%",90,Sin–Mercy Economy,23,0.37,Alh (اله) x25; kwn (كون) x23; qwm (قوم) x21; Amn (امن) x13; qwl (قول) x12,True,29,high inter-cluster connectivity (29 clusters); in named cluster: Sin–Mercy Economy
nqD,نقض,9,3,naqaDato (نَقَضَتْ) x6; naqoD (نَقْض) x2; >anqaDa (أَنقَضَ) x1,"V: 78%, N: 22%",126,,7,0.333,Alh (اله) x7; Ehd (عهد) x5; wvq (وثق) x5; bEd (بعد) x4; Amr (امر) x2,True,12,high inter-cluster connectivity (12 clusters)
Ehd,عهد,46,3,Eahod (عَهْد) x29; Ea`hada (عَٰهَدَ) x11; Eahida (عَهِدَ) x6,"N: 63%, V: 37%",126,,17,0.348,Alh (اله) x19; wfy (وفي) x9; Amn (امن) x9; End (عند) x7; qwl (قول) x7,True,23,high inter-cluster connectivity (23 clusters)
bEd,بعد,235,6,baEod (بَعْد) x199; baEiyd (بَعِيد) x25; buEod (بُعْد) x7,"N: 62%, T: 28%",4,"Revelation, Speech & Disbelief",57,0.553,Alh (اله) x112; kwn (كون) x50; Amn (امن) x46; qwl (قول) x46; byn (بين) x44,True,74,"high inter-cluster connectivity (74 clusters); in named cluster: Revelation, Speech & Disbelief"
wvq,وثق,34,6,m~iyva`q (مِّيثَٰق) x25; m~awoviq (مَّوْثِق) x3; wuvoqaY` (وُثْقَىٰ) x2,"N: 88%, ADJ: 6%",126,,13,0.206,Alh (اله) x21; Ax* (اخذ) x15; qwl (قول) x11; Aty (اتي) x8; Amn (امن) x8,True,27,high inter-cluster connectivity (27 clusters)
qTE,قطع,36,8,quTiEa (قُطِعَ) x12; qaT~aEa (قَطَّعَ) x12; t~aqaT~aEa (تَّقَطَّعَ) x5,"V: 81%, N: 19%",126,,23,0.556,Alh (اله) x14; Amr (امر) x8; kwn (كون) x8; ArD (ارض) x7; ydy (يدي) x7,True,29,high inter-cluster connectivity (29 clusters)
Amr,امر,248,6,>amor (أَمْر) x166; >amara (أَمَرَ) x77; ya>otamiru (يَأْتَمِرُ) x2,"N: 68%, V: 32%",5,The Commanded Self,61,0.617,Alh (اله) x112; qwl (قول) x69; kwn (كون) x59; rbb (ربب) x47; Amn (امن) x33,True,76,high inter-cluster connectivity (76 clusters); in named cluster: The Commanded Self
wSl,وصل,12,3,yaSilu (يَصِلُ) x10; waSiylap (وَصِيلَة) x1; waS~alo (وَصَّلْ) x1,"V: 92%, N: 8%",126,,7,0.5,Alh (اله) x6; qwl (قول) x5; jEl (جعل) x4; Amr (امر) x3; qTE (قطع) x3,True,9,bridge (9 clusters)
xsr,خسر,65,10,xa`siriyn (خَٰسِرِين) x32; xasira (خَسِرَ) x16; >axosariyn (أَخْسَرِين) x4,"N: 71%, V: 28%",4,"Revelation, Speech & Disbelief",35,0.708,Alh (اله) x22; kwn (كون) x20; qwl (قول) x18; Amn (امن) x12; nfs (نفس) x10,True,24,"high inter-cluster connectivity (24 clusters); in named cluster: Revelation, Speech & Disbelief"
kyf,كيف,83,1,kayof (كَيْف) x83,"INTG: 96%, N: 4%",4,"Revelation, Speech & Disbelief",37,0.735,kwn (كون) x38; nZr (نظر) x36; Alh (اله) x27; Eqb (عقب) x23; ArD (ارض) x18,True,30,"high inter-cluster connectivity (30 clusters); in named cluster: Revelation, Speech & Disbelief"
jmE,جمع,129,11,jamiyE (جَمِيع) x53; >ajomaEiyn (أَجْمَعِين) x26; jamaEa (جَمَعَ) x22,"N: 78%, V: 22%",4,"Revelation, Speech & Disbelief",45,0.651,Alh (اله) x53; qwl (قول) x37; ywm (يوم) x27; kwn (كون) x25; ArD (ارض) x20,True,47,"high inter-cluster connectivity (47 clusters); in named cluster: Revelation, Speech & Disbelief"
sbE,سبع,28,3,saboE (سَبْع) x23; saboEap (سَبْعَة) x4; s~abuE (سَّبُع) x1,"N: 96%, T: 4%",46,,16,0.786,Elm (علم) x7; smw (سمو) x7; Alh (اله) x7; $yA (شيا) x5; kll (كلل) x5,True,18,high inter-cluster connectivity (18 clusters)
xlf,خلف,127,18,{xotalafa (ٱخْتَلَفَ) x35; xalof (خَلْف) x22; >axolafu (أَخْلَفُ) x14,"V: 50%, N: 46%",4,"Revelation, Speech & Disbelief",40,0.646,Alh (اله) x58; byn (بين) x45; kwn (كون) x31; qwl (قول) x30; rbb (ربب) x29,True,54,"high inter-cluster connectivity (54 clusters); in named cluster: Revelation, Speech & Disbelief"
sfk,سفك,2,1,yasofiku (يَسْفِكُ) x2,V: 100%,90,Sin–Mercy Economy,1,0.0,dmw (دمو) x2,False,1,verb-only; rare (2 occ.); in named cluster: Sin–Mercy Economy; confined to 1 surah
dmw,دمو,10,1,dam (دَم) x10,N: 100%,90,Sin–Mercy Economy,7,0.5,Alh (اله) x6; lHm (لحم) x5; Drr (ضرر) x4; Hrm (حرم) x4; gfr (غفر) x4,True,8,noun-only; bridge (8 clusters); in named cluster: Sin–Mercy Economy
sbH,سبح,92,7,sab~aHa (سَبَّحَ) x42; suboHa`n (سُبْحَٰن) x41; tasobiyH (تَسْبِيح) x2,"N: 52%, V: 48%",67,,49,0.739,Alh (اله) x38; rbb (ربب) x31; qwl (قول) x24; smw (سمو) x22; kwn (كون) x20,True,37,high inter-cluster connectivity (37 clusters)
qds,قدس,10,5,qudus (قُدُس) x4; muqad~as (مُقَدَّس) x2; qud~uws (قُدُّوس) x2,"ADJ: 50%, N: 40%",97,,7,0.3,Alh (اله) x5; rbb (ربب) x4; rwH (روح) x4; ArD (ارض) x3; mlk (ملك) x3,True,11,high inter-cluster connectivity (11 clusters)
ErD,عرض,79,10,>aEoraDa (أَعْرَضَ) x32; m~uEoriDuwn (مُّعْرِضُون) x19; EaraDa (عَرَضَ) x11,"V: 56%, N: 43%",34,,35,0.671,Alh (اله) x24; kwn (كون) x19; qwl (قول) x18; Aty (اتي) x14; rbb (ربب) x14,True,33,high inter-cluster connectivity (33 clusters)
nbA,نبا,160,6,n~abiY~ (نَّبِىّ) x75; nab~a>a (نَبَّأَ) x46; naba> (نَبَأ) x29,"N: 68%, V: 32%",4,"Revelation, Speech & Disbelief",47,0.444,Alh (اله) x73; kwn (كون) x58; qwl (قول) x52; Amn (امن) x34; Aty (اتي) x34,True,58,"high inter-cluster connectivity (58 clusters); in named cluster: Revelation, Speech & Disbelief"
Hkm,حكم,210,13,Hakiym (حَكِيم) x97; Hakama (حَكَمَ) x45; Hukom (حُكْم) x30,"ADJ: 40%, N: 36%",4,"Revelation, Speech & Disbelief",57,0.443,Alh (اله) x127; Elm (علم) x71; Ezz (عزز) x49; kwn (كون) x48; byn (بين) x41,True,60,"high inter-cluster connectivity (60 clusters); in named cluster: Revelation, Speech & Disbelief"
